Previous name,Current name,Index,Changed?,Comment
"Sarcoma Oncology Research Center, LLC","Sarcoma Oncology Research Center, LLC",3209,,
Sarepta Therapeutics,Sarepta Therapeutics,3210,,
"Sarfez Pharmaceuticals, Inc.","Sarfez Pharmaceuticals, Inc.",3211,,
Saskatchewan Health Authority - Regina Area,Saskatchewan Health Authority - Regina Area,3212,,
Satellite Healthcare,Satellite Healthcare,3213,,
Savara Inc.,Savara Inc.,3214,,
Scan | Design Foundation,Scan | Design Foundation,3215,,
Schering-Plough,Schering-Plough,3216,,
Schneider Children's Hospital,Schneider Children's Hospital,3217,,
Science 37,Science 37,3218,,
Science in Vision,Science in Vision,3219,,
"Scott A. Irwin, MD, PhD","Scott A. Irwin, MD, PhD",3220,,Doctor
"Scott Hollenbeck, MD","Scott Hollenbeck, MD",3221,,Doctor
Scott Mcnally,Scott Mcnally,3222,,Doctor
Scott R MacKenzie Foundation,Scott R MacKenzie Foundation,3223,,
Scott Snapper,Scott Snapper,3224,,Doctor
Scott and White Hospital & Clinic,Scott and White Hospital & Clinic,3225,,
Scottish Clinical Trials Research Unit,Scottish Clinical Trials Research Unit,3226,,
Scripps Health,Scripps Health,3227,,
Scripps Whittier Diabetes Institute,Scripps Whittier Diabetes Institute,3228,,
"Scynexis, Inc.","Scynexis, Inc.",3229,,
Se Hee Han,Se Hee Han,3230,,
Seattle Children's Hospital,Seattle Children's Hospital,3231,,
"Seattle Genetics, Inc.","Seattle Genetics, Inc.",3232,,
Seattle Institute for Biomedical and Clinical Research,Seattle Institute for Biomedical and Clinical Research,3233,,
Sebastian Bauer,Sebastian Bauer,3234,,
Sebela Pharmaceuticals Development LLC,Sebela,3235,Changed,
Sebela Pharmaceuticals Inc.,Sebela,3235,Changed,
Second Affiliated Hospital of Guangzhou Medical University,Second Affiliated Hospital of Guangzhou Medical University,3236,,University
Second Affiliated Hospital of Soochow University,Second Affiliated Hospital of Soochow University,3237,,University
Second Affiliated Hospital of Wenzhou Medical University,Second Affiliated Hospital of Wenzhou Medical University,3238,,University
"Second Affiliated Hospital, School of Medicine, Zhejiang University","Second Affiliated Hospital, School of Medicine, Zhejiang University",3239,,University
Second Genome,Second Genome,3240,,
Seikagaku Corporation,Seikagaku Corporation,3241,,
Selda KAYAALTI,Selda KAYAALTI,3242,,
"Selecta Biosciences, Inc.","Selecta Biosciences, Inc.",3243,,
Sellas Life Sciences Group,Sellas Life Sciences Group,3244,,
"Semnur Pharmaceuticals, Inc.","Semnur Pharmaceuticals, Inc.",3245,,
"Senju Pharmaceutical Co., Ltd.","Senju Pharmaceutical Co., Ltd.",3246,,
"Senju USA, Inc.","Senju USA, Inc.",3247,,
Sensorion,Sensorion,3248,,
"Sentien Biotechnologies, Inc.","Sentien Biotechnologies, Inc.",3249,,
Seoul National University Bundang Hospital,Seoul National University Hospital,3250,Changed,University
Seoul National University Hospital,Seoul National University Hospital,3250,,University
Sephoris Pharmaceuticals LLC,Sephoris Pharmaceuticals LLC,3251,,
Seqirus,Seqirus,3252,,
Sequential Medicine Ltd,Sequential Medicine Ltd,3253,,
Seref istek,Seref istek,3254,,
"Seres Therapeutics, Inc.","Seres Therapeutics, Inc.",3255,,
Sernova Corp,Sernova Corp,3256,,
"Serpin Pharma, LLC","Serpin Pharma, LLC",3257,,
Servier,Servier,3258,,
Seth Holwerda,Seth Holwerda,3259,,
Seton Healthcare Family,Seton Healthcare Family,3260,,
Severance Hospital,Severance Hospital,3261,,
Shaanxi Provincial People's Hospital,Shaanxi Provincial People's Hospital,3262,,
Shaare Zedek Medical Center,Shaare Zedek Medical Center,3263,,
Shaheen Alanee,Shaheen Alanee,3264,,
"Shana McCormack, MD","Shana McCormack, MD",3265,,Doctor
Shandong University,Shandong University,3266,,University
Shanghai Changzheng Hospital,Shanghai Changzheng Hospital,3267,,
Shanghai Henlius Biotech,Shanghai Henlius Biotech,3268,,
"Shanghai Junshi Bioscience Co.,Ltd.","Shanghai Junshi Bioscience Co.,Ltd.",3269,,
Shanghai Public Health Clinical Center,Shanghai Public Health Clinical Center,3270,,
"Shanghai Pulmonary Hospital, Shanghai, China","Shanghai Pulmonary Hospital, Shanghai, China",3271,,
Shanghai Zhongshan Hospital,Shanghai Zhongshan Hospital,3272,,
"Shann, Kenneth G., Massachusetts General Hospital","Shann, Kenneth G., Massachusetts General Hospital",3273,,
Shannon K. Laughlin-Tommaso,Shannon K. Laughlin-Tommaso,3274,,
Shanxi Province Cancer Hospital,Shanxi Province Cancer Hospital,3275,,
Shayna Sarosiek,Shayna Sarosiek,3276,,
Sheba Medical Center,Sheba Medical Center,3277,,
Sheffield Teaching Hospitals NHS Foundation Trust,Sheffield Teaching Hospitals NHS Foundation Trust,3278,,
Sheikh Khalifa Medical City,Sheikh Khalifa Medical City,3279,,
Shengjing Hospital,Shengjing Hospital,3280,,
Shenzhen Baoan District People 's Hospital,Shenzhen Baoan District People 's Hospital,3281,,
Shenzhen Second People's Hospital,Shenzhen Second People's Hospital,3282,,
Sheppard Pratt Health System,Sheppard Pratt Health System,3283,,
Sherif S. Farag,Sherif S. Farag,3284,,
Sherine Adel Nasry,Sherine Adel Nasry,3285,,
Shionogi,Shionogi,3286,,
Shionogi Inc.,Shionogi,3286,Changed,
Shiraz University of Medical Sciences,Shiraz University of Medical Sciences,3287,,University
Shire,Shire,3288,,
Shire Pharma Korea Co. Ltd.,Shire Pharma Korea Co. Ltd.,3289,,
Shri Ganesh Vinayak Eye Hospital,Shri Ganesh Vinayak Eye Hospital,3290,,
Shriners Hospitals for Children,Shriners Hospitals for Children,3291,,
Shyamasundaran Kottilil,Shyamasundaran Kottilil,3292,,
Sichuan University,Sichuan University,3293,,University
Sidney Kimmel Cancer Center at Thomas Jefferson University,Sidney Kimmel Cancer Center at Thomas Jefferson University,3294,,University
Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins,Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins,3295,,
Sienna Biopharmaceuticals,Sienna Biopharmaceuticals,3296,,
"SignalRX Pharmaceuticals, Inc.","SignalRX Pharmaceuticals, Inc.",3297,,
Silenseed Ltd,Silenseed Ltd,3298,,
"SillaJen, Inc.","SillaJen, Inc.",3299,,
Simbec Research,Simbec Research,3300,,
"Simon C Pacey, MD","Simon C Pacey, MD",3301,,Doctor
Singapore General Hospital,Singapore General Hospital,3302,,
Singapore National Eye Centre,Singapore National Eye Centre,3303,,
Siobhan Trotter,Siobhan Trotter,3304,,
Sirtex Medical,Sirtex Medical,3305,,
Skin Laser & Surgery Specialists,Skin Laser & Surgery Specialists,3306,,
"SkinJect, Inc.","SkinJect, Inc.",3307,,
"Skingenix, Inc.","Skingenix, Inc.",3308,,
"Smith, Timothy R., M.D.","Smith, Timothy R., M.D.",3309,,Doctor
Snyder Biomedical Corporation,Snyder Biomedical Corporation,3310,,
"Snyder, Robert W., M.D., Ph.D., P.C.","Snyder, Robert W., M.D., Ph.D., P.C.",3311,,Doctor
Sobi,Sobi,3312,,
Society for Pediatric Dermatology,Society for Pediatric Dermatology,3313,,
Society for Urodynamics and Female Urology,Society for Urodynamics and Female Urology,3314,,
Society of Family Planning,Society of Family Planning,3315,,
Society of Family Planning Research Fund,Society of Family Planning,3315,Changed,
Society of University Surgeons,Society of University Surgeons,3316,,University
"Society of Urodynamics, Female Pelvic Medicine and Urogenital Reconstruction","Society of Urodynamics, Female Pelvic Medicine and Urogenital Reconstruction",3317,,
Society of Urologic Oncology Clinical Trials Consortium,Society of Urologic Oncology Clinical Trials Consortium,3318,,
Società Italiana Talassemie ed Emoglobinopatie,Società Italiana Talassemie ed Emoglobinopatie,3319,,
"Sol-Gel Technologies, Ltd.","Sol-Gel Technologies, Ltd.",3320,,
"Soleno Therapeutics, Inc.","Soleno Therapeutics, Inc.",3321,,
"Solid Biosciences, LLC","Solid Biosciences, LLC",3322,,
Soligenix,Soligenix,3323,,
"Solutex GC, S.L.","Solutex GC, S.L.",3324,,
Solvay Pharmaceuticals,Solvay Pharmaceuticals,3325,,
Solving Kids' Cancer US/EU,Solving Kids’ Cancer,3326,Changed,
Solving Kids’ Cancer,Solving Kids’ Cancer,3326,,
SonaCare Medical,SonaCare Medical,3327,,
Sophiris Bio Corp,Sophiris Bio Corp,3328,,
"Sorrento Therapeutics, Inc.","Sorrento Therapeutics, Inc.",3329,,
"Sound Pharmaceuticals, Incorporated","Sound Pharmaceuticals, Incorporated",3330,,
South African Tuberculosis Vaccine Initiative,South African Tuberculosis Vaccine Initiative,3331,,
"South East Area Health Education Center, Wilmington, NC","South East Area Health Education Center, Wilmington, NC",3332,,
South Egypt Cancer Institute,South Egypt Cancer Institute,3333,,
South London and Maudsley NHS Foundation Trust,South London and Maudsley NHS Foundation Trust,3334,,
South Plains Oncology Consortium,South Plains Oncology Consortium,3335,,
South-Eastern Norway Regional Health Authority,South-Eastern Norway Regional Health Authority,3336,,
"Southeast Clinical Research Associates, LLC","Southeast Clinical Research Associates, LLC",3337,,
Southeast Renal Research Institute,Southeast Renal Research Institute,3338,,
"Southeast Retina Center, Georgia","Southeast Retina Center, Georgia",3339,,
"Southeast University, China","Southeast University, China",3340,,University
Southern Illinois Healthcare Foundation,Southern Illinois Healthcare Foundation,3341,,
Southern Illinois University,Southern Illinois University,3342,,University
Southern Medical Day Care Centre,Southern Medical Day Care Centre,3343,,
"Southern Medical University, China","Southern Medical University, China",3344,,University
Southwest Oncology Group,Southwest Oncology Group,3345,,
Southwest Pediatric Nephrology Study Group,Southwest Pediatric Nephrology Study Group,3346,,
Spark Therapeutics,Spark Therapeutics,3347,,
Spaulding Clinical Research LLC,Spaulding Clinical Research LLC,3348,,
Spaulding Rehabilitation Hospital,Spaulding Rehabilitation Hospital,3349,,
SpectraCure AB,SpectraCure AB,3350,,
Spectranetics Corporation,Spectranetics Corporation,3351,,
Spectrum Health Hospitals,Spectrum Health Hospitals,3352,,
Spectrum Medical Group Anesthesiology,Spectrum Medical Group Anesthesiology,3353,,
"Spectrum Pharmaceuticals, Inc","Spectrum Pharmaceuticals, Inc",3354,,
"Spina, Stefano, M.D., Massachusetts General Hospital","Spina, Stefano, M.D., Massachusetts General Hospital",3355,,Doctor
Spinemark Corporation Inc.,Spinemark Corporation Inc.,3356,,
"Splash Pharmaceuticals, Inc.","Splash Pharmaceuticals, Inc.",3357,,
Sports Medicine Research and Testing Laboratory,Sports Medicine Research and Testing Laboratory,3358,,
"Spring Bank Pharmaceuticals, Inc.","Spring Bank Pharmaceuticals, Inc.",3359,,
Sprint for Life,Sprint for Life,3360,,
Spruce Biosciences,Spruce Biosciences,3361,,
"Squarex, LLC","Squarex, LLC",3362,,
Sreedhar Mandayam,Sreedhar Mandayam,3363,,
Sriram Ramaswamy,Sriram Ramaswamy,3364,,
"St George's, University of London","St George's, University of London",3365,,University
St. Anne,St. Anne,3366,,
St. Baldrick's Foundation,St. Baldrick's Foundation,3367,,
St. Christopher's Hospital for Children,St. Christopher's Hospital for Children,3368,,
St. Joseph Mercy Ann Arbor,St. Joseph Mercy Ann Arbor,3369,,
St. Joseph's Health Centre Toronto,St. Joseph's Health Centre Toronto,3370,,
"St. Joseph's Hospital and Medical Center, Phoenix","St. Joseph's Hospital and Medical Center, Phoenix",3371,,
St. Jude Children's Research Hospital,St. Jude Children's Research Hospital,3372,,
St. Jude Medical,St. Jude Medical,3373,,
St. Louis Children's Hospital,St. Louis Children's Hospital,3374,,
St. Louis University,St. Louis University,3375,,University
"St. Michael's Hospital, Toronto","St. Michael's Hospital, Toronto",3376,,
St. Olavs Hospital,St. Olavs Hospital,3377,,
St. Peter's Health Partners,St. Peter's Health Partners,3378,,
St. Vincents Hospital Manhattan,St. Vincents Hospital Manhattan,3379,,
Stacey Stein,Stacey Stein,3380,,
"Staci Gruber, Ph.D.","Staci Gruber, Ph.D.",3381,,
Stacy A. Kahn,Stacy A. Kahn,3382,,
Stand Up To Cancer,Stand Up To Cancer,3383,,
Stanford University,Stanford University,3384,,University
Stanley Cohen,Stanley Cohen,3385,,Doctor
"Stanley H. Appel, MD","Stanley H. Appel, MD",3386,,Doctor
"Stanley Jordan, MD","Stanley Jordan, MD",3387,,Doctor
Stanley Medical Research Institute,Stanley Medical Research Institute,3388,,
Star Spine and Sport,Star Spine and Sport,3389,,
Starship Children's Health,Starship Children's Health,3390,,
State University of New York - Downstate Medical Center,State University of New York - Downstate Medical Center,3391,,University
State University of New York - Upstate Medical University,State University of New York - Upstate Medical University,3392,,University
State University of New York College of Optometry,State University of New York College of Optometry,3393,,University
State University of New York at Buffalo,State University of New York at Buffalo,3394,,University
State of Minnesota Regenerative Medicine Minnesota,State of Minnesota Regenerative Medicine Minnesota,3395,,
Stats Collaborative,Stats Collaborative,3396,,
Stealth BioTherapeutics Inc.,Stealth BioTherapeutics Inc.,3397,,
Steba Biotech S.A.,Steba Biotech S.A.,3398,,
Steering Committee,Steering Committee,3399,,
"Stemline Therapeutics, Inc.","Stemline Therapeutics, Inc.",3400,,
Stephan Busque,Stephan Busque,3401,,
"Stephanie B. Seminara, MD","Stephanie B. Seminara, MD",3402,,Doctor
Stephen Shiao,Stephen Shiao,3403,,
"Steve N. Caritis, MD","Steve N. Caritis, MD",3404,,Doctor
"Steve Yoelin M.D. Medical Associates, Inc.","Steve Yoelin M.D. Medical Associates, Inc.",3405,,Doctor
Steven Deeks,Steven Deeks,3406,,Doctor
Steven E. Coutre,Steven E. Coutre,3407,,Doctor
"Steven J. Russell, MD, PhD","Steven J. Russell, MD, PhD",3408,,Doctor
Steven Messe,Steven Messe,3409,,Doctor
Steven Orebaugh,Steven Orebaugh,3410,,Doctor
"Steward St. Elizabeth's Medical Center of Boston, Inc.","Steward St. Elizabeth's Medical Center of Boston, Inc.",3411,,
Stichting Hemato-Oncologie voor Volwassenen Nederland,Stichting Hemato-Oncologie voor Volwassenen Nederland,3412,,
"Stiefel, a GSK Company",GSK,1315,Changed,
Stony Brook Medicine,Stony Brook Medicine,3413,,
Stony Brook University,Stony Brook University,3414,,University
"Stratatech, a Mallinckrodt Company",Mallinckrodt,2117,Changed,
Strategia Therapeutics,Strategia Therapeutics,3415,,
Strategies to Innovate EmeRgENcy Care Clinical Trials Network (SIREN) - Network,Strategies to Innovate EmeRgENcy Care Clinical Trials Network (SIREN) - Network,3416,,
Stryker Neurovascular,Stryker Neurovascular,3417,,
Stryker Nordic,Stryker Nordic,3418,,
Stuart Willick,Stuart Willick,3419,,
Study Sponsor-Investigator,Study Sponsor-Investigator,3420,,
Stupski Foundation,Stupski Foundation,3421,,
Suburban Hospital,Suburban Hospital,3422,,
Sucampo AG,Sucampo,3423,Changed,
"Sucampo Pharmaceuticals, Inc.",Sucampo,3423,Changed,
Sue O'Dorisio,Sue O'Dorisio,3424,,
Sue Yom,Sue Yom,3425,,
Sugardown Company Limited,Sugardown Company Limited,3426,,
Sulsau-Ul Haque,Sulsau-Ul Haque,3427,,
Sumit Gupta,Sumit Gupta,3428,,
Sumithira Vasu,Sumithira Vasu,3429,,
"Sumitomo Dainippon Pharma Co., Ltd.","Sumitomo Dainippon Pharma Co., Ltd.",3430,,
Summit Therapeutics,Summit Therapeutics,3431,,
Sun BioPharma Inc,Sun BioPharma Inc,3432,,
Sun Pharma Advanced Research Company Limited,Sun Pharma Advanced Research Company Limited,3433,,
Sun Pharma Global FZE,Sun Pharma Global FZE,3434,,
Sun Pharmaceutical Industries Limited,Sun Pharmaceutical Industries Limited,3435,,
Sun Yat-sen University,Sun Yat-sen University,3436,,University
"Sundt, Thoralf M., M.D., Massachusetts General Hospital","Sundt, Thoralf M., M.D., Massachusetts General Hospital",3437,,Doctor
Sunesis Pharmaceuticals,Sunesis Pharmaceuticals,3438,,
Sunnybrook Health Sciences Centre,Sunnybrook Health Sciences Centre,3439,,
Sunovion,Sunovion,3440,,
"Sunshine Lake Pharma Co., Ltd.","Sunshine Lake Pharma Co., Ltd.",3441,,
"Supernus Pharmaceuticals, Inc.","Supernus Pharmaceuticals, Inc.",3442,,
Surface Oncology,Surface Oncology,3443,,
Surgimab,Surgimab,3444,,
"Susan Carlson, PhD","Susan Carlson, PhD",3445,,
Susan G. Komen Breast Cancer Foundation,Susan G. Komen Breast Cancer Foundation,3446,,
Susanne Arnold,Susanne Arnold,3447,,
Suthee Rapisuwon,Suthee Rapisuwon,3448,,
"Sutro Biopharma, Inc.","Sutro Biopharma, Inc.",3449,,
Sutter Gould Medical Foundation,Sutter Gould Medical Foundation,3450,,
Sutter Health,Sutter Health,3451,,
Suven Life Sciences Limited,Suven Life Sciences Limited,3452,,
Suzan Obagi,Suzan Obagi,3453,,
"Suzanne Lentzsch, MD","Suzanne Lentzsch, MD",3454,,Doctor
Swedish Medical Center,Swedish Medical Center,3455,,
Swedish Orphan Biovitrum,Swedish Orphan Biovitrum,3456,,
Swiss Tropical & Public Health Institute,Swiss Tropical & Public Health Institute,3457,,
Sydney Children's Hospitals Network,Sydney Children's Hospitals Network,3458,,
Symphogen A/S,Symphogen A/S,3459,,
"SynCore Biotechnology Co., Ltd.","SynCore Biotechnology Co., Ltd.",3460,,
Syndax Pharmaceuticals,Syndax Pharmaceuticals,3461,,
Syneos Health,Syneos Health,3462,,
"SynerGene Therapeutics, Inc.","SynerGene Therapeutics, Inc.",3463,,
Synergy Pharmaceuticals Inc.,Synergy Pharmaceuticals Inc.,3464,,
SyneuRx International (Taiwan) Corp,SyneuRx International (Taiwan) Corp,3465,,
Syngene International,Syngene International,3466,,
Synlogic,Synlogic,3467,,
Synta Pharmaceuticals Corp.,Synta Pharmaceuticals Corp.,3468,,
"Synteract, Inc.",Synteract,3469,Changed,
SynteractHCR,Synteract,3469,Changed,
Synthon Biopharmaceuticals BV,Synthon Biopharmaceuticals BV,3470,,
"Syntimmune, Inc.","Syntimmune, Inc.",3471,,
"Syntrix Biosystems, Inc.","Syntrix Biosystems, Inc.",3472,,
Syracuse University,Syracuse University,3473,,University
Syros Pharmaceuticals,Syros Pharmaceuticals,3474,,
"T Rose Clinical, Inc.","T Rose Clinical, Inc.",3475,,
TFS Trial Form Support,TFS Trial Form Support,3476,,
"TG Therapeutics, Inc.","TG Therapeutics, Inc.",3477,,
THRiVE,THRiVE,3478,,
"TKL Research, Inc.","TKL Research, Inc.",3479,,
"TP Therapeutics, Inc.","TP Therapeutics, Inc.",3480,,
"TTC Oncology, LLC","TTC Oncology, LLC",3481,,
"TaiRx, Inc.","TaiRx, Inc.",3482,,
"Taiga Biotechnologies, Inc.","Taiga Biotechnologies, Inc.",3483,,
"Taiho Oncology, Inc.",Taiho,3484,Changed,
"Taiho Pharmaceutical Co., Ltd.",Taiho,3484,Changed,
Taisho Pharmaceutical R&D Inc.,Taisho Pharmaceutical R&D Inc.,3485,,
Taiwan Leader Biotech Corp.,Taiwan Leader Biotech Corp.,3486,,
Taiwan Liposome Company,Taiwan Liposome Company,3487,,
"Taiwan Sunpan Biotechnology Development Co., Ltd.","Taiwan Sunpan Biotechnology Development Co., Ltd.",3488,,
Takara Bio Inc.,Takara Bio Inc.,3489,,
Takeda,Takeda,3490,,
"Takeda Pharmaceuticals International, Inc.",Takeda,3490,Changed,
"Takeda Pharmaceuticals U.S.A., Inc.",Takeda,3490,Changed,
Tampa General Hospital,Tampa General Hospital,3491,,
Tampere University Hospital,Tampere University Hospital,3492,,University
Tan Tock Seng Hospital,Tan Tock Seng Hospital,3493,,
Tang-Du Hospital,Tang-Du Hospital,3494,,
Tanta University,Tanta University,3495,,University
"Tanvex BioPharma USA, Inc.","Tanvex BioPharma USA, Inc.",3496,,
Taoyuan General Hospital,Taoyuan General Hospital,3497,,
Tapimmune Inc.,Tapimmune Inc.,3498,,
Target Health Inc.,Target Health Inc.,3499,,
Targos,Targos,3500,,
Targovax ASA,Targovax ASA,3501,,
Taris Biomedical LLC,Taris Biomedical LLC,3502,,
Taro Pharmaceuticals USA,Taro Pharmaceuticals USA,3503,,
Tarveda Therapeutics,Tarveda Therapeutics,3504,,
Tarzana Treatment Centers,Tarzana Treatment Centers,3505,,
"Tasly Pharmaceuticals, Inc.","Tasly Pharmaceuticals, Inc.",3506,,
TauRx Therapeutics Ltd,TauRx Therapeutics Ltd,3507,,
Team Jack Foundation,Team Jack Foundation,3508,,
"TearSolutions, Inc.","TearSolutions, Inc.",3509,,
Techfields Inc,Techfields,3510,Changed,
Techfields Pharma Co. Ltd,Techfields,3510,Changed,
Techtrials Pesquisa e Tecnologia Ltda,Techtrials Pesquisa e Tecnologia Ltda,3511,,
Teclison Ltd.,Teclison Ltd.,3512,,
"Teijin America, Inc.","Teijin America, Inc.",3513,,
"Tejal Patel, MD","Tejal Patel, MD",3514,,Doctor
Temas srl,Temas srl,3515,,
Temple University,Temple University,3516,,University
"Tenax Therapeutics, Inc.","Tenax Therapeutics, Inc.",3517,,
Tennessee Retina,Tennessee Retina,3518,,
Tennessee State University,Tennessee State University,3519,,University
"Terence Friedlander, MD","Terence Friedlander, MD",3520,,Doctor
"Teresa Helsten, MD","Teresa Helsten, MD",3521,,Doctor
Teresa VanHorn,Teresa VanHorn,3522,,Doctor
"Tesaro, Inc.","Tesaro, Inc.",3523,,
"TesoRx Pharma, LLC","TesoRx Pharma, LLC",3524,,
Tetra Discovery Partners,Tetra Discovery Partners,3525,,
"Tetraphase Pharmaceuticals, Inc.","Tetraphase Pharmaceuticals, Inc.",3526,,
"Teva Branded Pharmaceutical Products, R&D Inc.",Teva Pharmaceutical Industries,3527,Changed,
Teva Pharmaceutical Industries,Teva Pharmaceutical Industries,3527,,
"Teva Pharmaceutical Industries, Ltd.",Teva Pharmaceutical Industries,3527,Changed,
Teva Pharmaceuticals USA,Teva Pharmaceutical Industries,3527,Changed,
Texas A&M University,Texas A&M University,3528,,University
Texas Children's Hospital,Texas Children's Hospital,3529,,
Texas Department of State Health Services,Texas Department of State Health Services,3530,,
Texas Dermatology and Laser Specialists,Texas Dermatology and Laser Specialists,3531,,
Texas Heart Institute,Texas Heart Institute,3532,,
Texas Medical Center,Texas Medical Center,3533,,
Texas Medical Center Regenerative Medicine Consortium,Texas Medical Center,3533,Changed,
Texas Oncology Cancer Center,Texas Oncology Cancer Center,3534,,
Texas Oncology-Austin,Texas Oncology-Austin,3535,,
Texas Retina Associates,Texas Retina Associates,3536,,
Texas Tech University Health Sciences Center,Texas Tech University Health Sciences Center,3537,,University
"Texas Tech University Health Sciences Center, El Paso",Texas Tech University Health Sciences Center,3537,Changed,University
The Aase og Ejnar Danielsen Foundation,The Aase og Ejnar Danielsen Foundation,3538,,
The Affiliated Hospital of the Chinese Academy of Military Medical Sciences,The Affiliated Hospital of the Chinese Academy of Military Medical Sciences,3539,,
The Affiliated Nanjing Drum Tower Hospital of Nanjing University Medical School,The Affiliated Nanjing Drum Tower Hospital of Nanjing University Medical School,3540,,University
The Alfred,The Alfred,3541,,
The Allergan Foundation,The Allergan Foundation,3542,,
The American Geriatrics Society,The American Geriatrics Society,3543,,
The Andrew McDonough B+ Foundation,The Andrew McDonough B+ Foundation,3544,,
The Band of Parents,The Band of Parents,3545,,
The Biodesign Institute,The Biodesign Institute,3546,,
The Broad Foundation,The Broad Foundation,3547,,
The Brooklyn Hospital Center,The Brooklyn Hospital Center,3548,,
The Canberra Hospital,The Canberra Hospital,3549,,
The Cancer Therapy Evaluation Program of the National Cancer Institute,The Cancer Therapy Evaluation Program of the National Cancer Institute,3550,,
The Carter Center,The Carter Center,3551,,
The Catherine Elizabeth Blair Memorial Foundation,The Catherine Elizabeth Blair Memorial Foundation,3552,,
The Catherine Elizabeth Blair Memorial Foundation / GWCF,The Catherine Elizabeth Blair Memorial Foundation,3552,Changed,
The Catholic University of Korea,The Catholic University of Korea,3553,,University
The Center for Clinical and Translational Sciences (CCTS) Clinical Research Unit at The University of Texas Health Science Center at Houston,The Center for Clinical and Translational Sciences (CCTS) Clinical Research Unit at The University of Texas Health Science Center at Houston,3554,,University
The Center for Pediatric Pharmacotherapy,The Center for Pediatric Pharmacotherapy,3555,,
The Children's Hospital of Zhejiang University School of Medicine,The Children's Hospital of Zhejiang University School of Medicine,3556,,University
The Christ Hospital,The Christ Hospital,3557,,
The Clatterbridge Cancer Centre NHS Foundation Trust,The Clatterbridge Cancer Centre NHS Foundation Trust,3558,,
The Cleveland Clinic,The Cleveland Clinic,3559,,
The Clinical Trials Centre Cologne,The Clinical Trials Centre Cologne,3560,,
The Connecticut Hospice Inc.,The Connecticut Hospice Inc.,3561,,
The Cooper Health System,The Cooper Health System,3562,,
The Craig H. Neilsen Foundation,The Craig H. Neilsen Foundation,3563,,
The Cure Parkinson's Trust,The Cure Parkinson's Trust,3564,,
The Danish Regions: Foundation for Medical Research,The Danish Regions: Foundation for Medical Research,3565,,
"The Duke Clinical and Translational Science Institute (CTSI), part of the National Institutes of Health's Clinical and Translational Science Awards (CTSA)","The Duke Clinical and Translational Science Institute (CTSI), part of the National Institutes of Health's Clinical and Translational Science Awards (CTSA)",3566,,
The EMMES Corporation,The EMMES Corporation,3567,,
The EVAN Foundation,The EVAN Foundation,3568,,
The Epilepsy Study Consortium,The Epilepsy Study Consortium,3569,,
The First Affiliated Hospital of Dalian Medical University,The First Affiliated Hospital of Dalian Medical University,3570,,University
The First Affiliated Hospital of Soochow University,The First Affiliated Hospital of Soochow University,3571,,University
The First Affiliated Hospital of Xiamen University,The First Affiliated Hospital of Xiamen University,3572,,University
The First Affiliated Hospital of Zhengzhou University,The First Affiliated Hospital of Zhengzhou University,3573,,University
The First Affiliated Hospital with Nanjing Medical University,The First Affiliated Hospital with Nanjing Medical University,3574,,University
The First Hospital of Hebei Medical College,The First Hospital of Hebei Medical College,3575,,
The General Hospital of Shenyang Military,The General Hospital of Shenyang Military,3576,,
The George Institute,The George Institute for Global Health,3577,Changed,
"The George Institute for Global Health, Australia",The George Institute for Global Health,3577,Changed,
The George Washington University Biostatistics Center,The George Washington University Biostatistics Center,3578,,University
The Gerber Foundation,The Gerber Foundation,3579,,
The Guthrie Clinic,The Guthrie Clinic,3580,,
The Hartwell Foundation,The Hartwell Foundation,3581,,
The Hospital for Sick Children,The Hospital for Sick Children,3582,,
The Hospital of Vestfold,The Hospital of Vestfold,3583,,
The Jackson Laboratory for Genomic Medicine,The Jackson Laboratory for Genomic Medicine,3584,,
The LAM Foundation,The LAM Foundation,3585,,
The Leona M. and Harry B. Helmsley Charitable Trust,The Leona M. and Harry B. Helmsley Charitable Trust,3586,,
The Leukemia and Lymphoma Society,The Leukemia and Lymphoma Society,3587,,
"The Liberia-US Clinical Trials Partnership Program, Partnership for Research on Ebola Virus in Liberia Project (PREVAIL)","The Liberia-US Clinical Trials Partnership Program, Partnership for Research on Ebola Virus in Liberia Project (PREVAIL)",3588,,
The Lowy Medical Research Institute Limited,The Lowy Medical Research Institute Limited,3589,,
The Marcus Foundation,The Marcus Foundation,3590,,
The Matthew Larson Foundation for Pediatric Brain Tumors,The Matthew Larson Foundation for Pediatric Brain Tumors,3591,,
The Medicines Company,The Medicines Company,3592,,
The Mentholatum Company,The Mentholatum Company,3593,,
The Methodist Hospital System,The Methodist Hospital System,3594,,
The Michael J. Fox Foundation for Parkinson's Research,The Michael J. Fox Foundation for Parkinson's Research,3595,,
The Mind Research Network,The Mind Research Network,3596,,
The Miriam Hospital,The Miriam Hospital,3597,,
The Moody Foundation,The Moody Foundation,3598,,
The Netherlands Cancer Institute,The Netherlands Cancer Institute,3599,,
The Novo Nordisk Foundation,The Novo Nordisk Foundation,3600,,
The OASIS Clinic,The OASIS Clinic,3601,,
The Ohio State University Wexner Medical Center,The Ohio State University Wexner Medical Center,3602,,University
The Oregon Clinic,The Oregon Clinic,3603,,
The Ottowa Hospital/University of Ottowa,The Ottowa Hospital/University of Ottowa,3604,,University
